column_name,original_csv_column,category,stage2_eligible,reason,leakage_risk,process_or_ET_parameter,notes
FIC_ET_R_f_hr_2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R_f_hr_3,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R_f_tn_1,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R_f_tn_2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R_f_tn_3,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R114,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R214,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_R314,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Rc_f_hr_23,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Rc_f_tn_23,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Rc_OG142,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_sh_f_hr_23,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_sh_f_tn_23,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_sh_GA142,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_TANR,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_TR_1F,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Vd_at_Id_cut_cond,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Vdg_max,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Vds_max,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Vg_gm_max,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Vg_Vds_max,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_Vp_1,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_DC_PIV_Drain_Lag_0,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_DC_PIV_Drain_Lag_1,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
FIC_ET_DC_PIV_Gate_Lag_0,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
