parameter_A,parameter_B,channels,n_channels,source,evidence_tier_A,evidence_tier_B
FIC_ET_OHMC,MEASURE_ET_RF_Modeling_S11dB_10GHz,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_C300,MEASURE_ET_DC_RF_S22ang_10GHz,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Vgs_back_0p5V,MEASURE_ET_lkg_C300M1B,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_C100Cap3pf,MEASURE_ET_lkg_C300FB,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Gm_0,MEASURE_ET_lkg_Cap2,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap2,MEASURE_ET_DC_SEC_Gm_max,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Rc_cat_ct2,MEASURE_ET_lkg_SY07_10,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_C300,MEASURE_ET_DC_Stress_Vg_gm_max_after,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Vp_1,MEASURE_ET_lkg_C300FB,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S22dB_26GHz,FIC_ET_OHMC,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300FB,SIN_ET_DC_RF_Vg_optt3,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_LT_SEC_ChipStatus,FIC_ET_DC_PIV_Gate_Lag_1,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Gm_max_W,MEASURE_ET_lkg_C300M1B,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Gm_m0p2,MEASURE_ET_lkg_C300M1B,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Gm_max,MEASURE_ET_lkg_Cap2,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vbin_gs,SIN_ET_DC_RF_Vg_optt3,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Vp_1,MEASURE_ET_lkg_Cap2,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,MEASURE_ET_DC_RD_Ft,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,MEASURE_ET_lkg_Cap2,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Gm_m0p2,MEASURE_ET_lkg_Cap2,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Gm_m0p2,MEASURE_ET_lkg_C300M1B,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Cap20,MEASURE_ET_lkg_C300FB,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,TOPSIN_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,TOPSIN_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_C100S1,TOPSIN_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_C300,TOPSIN_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
CATHODE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Gate_Lag_1,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C175pf,TOPSIN_ET_DC_RF_Vp_1,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,TOPSIN_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S22dB_26GHz,MEASURE_ET_C300M1B,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300M1B,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_SMALL_Vp_1,TOPSIN_ET_lkg_C175pf,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_Rc_OG142_GN,MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S11ang_26GHz_W,THIN_ET_C200,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_Cap1,MEASURE_ET_Vbkdn_CapBig,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_GATE_ET_lkg_SY07_10,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_FPSD3p2,TOPSIN_ET_DC_PIV_Gate_Lag_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Tau,TOPSIN_ET_Cap2pf_0,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,MEASURE_ET_Rcat_cn_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Vgs_back_0p5V,SIN_GATE_ET_lkg_SY07_10,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_C100S1,SIN_GATE_ET_lkg_SY07_10,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Idss,MEASURE_ET_DC_SMALL_Vbin_gd,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Rc_cat_ct2,TOPSIN_ET_DC_RF_Vbgs_0p01,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_Cap2,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,TOPSIN_ET_Rc_OG142_GN,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_Rc_OG142_GN,MEASURE_ET_Cap_C300FM1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Gm_0,TOPSIN_ET_lkg_C300,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vg_optt3,TOPSIN_ET_Cap2pf_0,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
CATHODE_ET_Rcat_cn_1_OW_ST,SIN_ET_DC_RF_Vg_optt3,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_lkg_C300,MEASURE_ET_Vbkdn_CapBig,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_C300,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
CATHODE_ET_Rcat_cn_1_OW_ST,MEASURE_ET_Cap1pf_0,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_PIV_Gate_Lag_1,MEASURE_ET_DC_SEC_Idss,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_OHMC,MEASURE_ET_Cap_C300FM1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C175pf,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap2,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_Rc_OG142_GN,TOPSIN_ET_Cap2pf_0,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S22dB_26GHz,FIC_ET_C100S1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Ids_max_ON,TOPSIN_ET_lkg_Cap1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_R214,MEASURE_ET_C100CapFICBRGM,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Ids_max_ON,FIC_ET_DC_PIV_Gate_Lag_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_PIV_Idss_QP1,MEASURE_ET_DC_SMALL_Vbin_gd,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300FB,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vbin_gd,SIN_ET_DC_PIV_Idss_QP2,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,MEASURE_ET_RF_Modeling_S11dB_10GHz,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_Cap1,MEASURE_ET_Cap_C300FM1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vp_01,TOPSIN_ET_Rc_OG142_GN,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_Rc_OG142_GN,MEASURE_ET_Cap1pf_0,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rcat_cn_3_OW_ST,MEASURE_ET_C300M1B,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_C200,TOPSIN_ET_Rc_OG142_GN,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_C300,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vp_before,SIN_GATE_ET_lkg_SY07_10,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_SMALL_Idss,MEASURE_ET_DC_SMALL_Gm_0,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,MEASURE_ET_C100Cap3pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Cap1pf_0,MEASURE_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_DC_PIV_Gate_Lag_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,THIN_ET_Ran_con_1_OW_CR,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_lkg_50_at20V,TOPSIN_ET_DC_SMALL_Vp_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood,4,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Vgs_back_0p5V,MEASURE_ET_lkg_Cap2,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300FB,MEASURE_ET_C300M1B,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_C100C500pf,MEASURE_ET_lkg_C300FB,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Vgs_back_0p5V,MEASURE_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rc_f_tn_23,TOPSIN_ET_lkg_C175pf,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
CATHODE_ET_Rcat_cn_3,MEASURE_ET_Cap1pf_0,M1_nonadditivity_outlier_within_medium+M3_tree_path_cooccurrence_medium_only+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rc_f_tn_23,MEASURE_ET_lkg_C300M1B,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap2,SIN_ET_DC_RF_Vg_optt3,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration+M4_shared_interaction_neighborhood+M6_both_nonlinear_evidenced,4,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
