raw_csv_parameter_name,spline_evidence_label,spline_relationship_class,spline_nonlinear_advantage,v2_univariate_evidence_label,v2_univariate_shape,shap_percentile,gain_percentile,permutation_percentile,method_agreement,v3_broadscreen_best_rank,v3_confirmed_strong_count,v3_confirmed_moderate_count,v3_confirmed_best_incremental_r2,v3_tree_path_cooccurrence,cross_stage_best_evidence_label,n_independent_methods_supporting,is_marginal_evidence,is_nonlinear_evidence,is_conditional_evidence,is_interaction_related_evidence,is_cross_stage_evidence,evidence_tier
MEASURE_ET_DC_RF_Freq_cut_L1018,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,34.25,47.65,49.61,moderate_agreement,300.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Freq_cut_L2180,STRONG,THRESHOLD,False,MODERATE,threshold,63.02,53.82,64.98,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Ft,WEAK,THRESHOLD,False,WEAK,complex_nonmonotonic,38.32,39.58,39.86,high_agreement,240.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Ft_W,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,50.88,34.95,48.0,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Gm_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Gm_0_W,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,23.58,21.54,38.67,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Gm_m0p2,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,61.82,66.39,60.35,high_agreement,114.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Gm_m0p2_W,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,25.61,13.75,16.84,high_agreement,198.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Gm_max,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,26.25,26.18,41.26,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Gm_max_W,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,88.63,94.11,80.14,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Id_gm_max,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,25.82,19.3,13.68,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Id_gm_max_W,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,44.7,59.3,39.09,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Id_Vbon_max,INCONCLUSIVE,FLAT,False,MODERATE,threshold,53.19,47.3,56.0,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Id_Vbon_min,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,78.81,84.42,85.33,high_agreement,131.0,1,0,0.0624,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Ids_m0p2,INCONCLUSIVE,FLAT,True,STRONG,threshold,51.09,45.19,36.28,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_ids_m0p2_W,WEAK,PROCESS_WINDOW,False,INCONCLUSIVE,complex_nonmonotonic,51.72,51.86,4.7,low_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_Idss,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,20.98,28.07,14.32,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Idss_W,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,80.21,84.21,78.25,high_agreement,52.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Imax,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,233.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Imax_W,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,189.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_K,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,71.09,56.49,60.07,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_K_W,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,98.6,97.33,98.32,high_agreement,,3,1,0.0728,True,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_MAG_26GHz,MODERATE,COMPLEX_NONLINEAR,False,INCONCLUSIVE,complex_nonmonotonic,66.95,72.14,50.53,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_MAG_26GHz_W,INCONCLUSIVE,FLAT,True,MODERATE,complex_nonmonotonic,22.39,19.58,18.39,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_MAG_35GHz,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,22.74,17.4,6.53,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_MAG_35GHz_W,STRONG,SATURATION,False,STRONG,threshold,39.3,41.19,49.96,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,34.74,51.23,52.63,moderate_agreement,,1,0,0.0946,False,no_evidence,2,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,WEAK,COMPLEX_NONLINEAR,False,WEAK,complex_nonmonotonic,75.72,76.98,82.53,high_agreement,35.0,2,0,0.1381,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MODERATE,THRESHOLD,True,WEAK,complex_nonmonotonic,91.79,83.65,89.61,high_agreement,259.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Mag_L1002,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,56.21,63.09,44.0,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Mag_L1018,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,78.88,93.96,89.82,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_Max_S11_Mag_L2180,STRONG,SATURATION,False,STRONG,threshold,50.53,52.7,44.28,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Ph_L1002,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,82.95,73.61,84.35,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Ph_L1018,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,91.51,94.81,90.88,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,WEAK,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,97.33,95.86,97.19,high_agreement,27.0,1,0,0.2383,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,59.79,59.16,55.02,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,STRONG,SATURATION,True,MODERATE,threshold,98.04,97.05,97.61,high_agreement,214.0,1,1,0.0585,False,no_evidence,6,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Freq_L2180,MODERATE,U_SHAPED,False,WEAK,complex_nonmonotonic,16.35,13.05,20.77,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Mag_L1002,STRONG,U_SHAPED,True,INCONCLUSIVE,complex_nonmonotonic,41.12,53.33,2.95,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Mag_L1018,WEAK,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,23.23,24.91,41.89,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_Min_S21_Mag_L2180,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,42.88,36.35,8.98,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Ph_L1002,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,83.79,83.09,81.47,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Ph_L1018,STRONG,U_SHAPED,True,INCONCLUSIVE,threshold,32.63,42.46,15.72,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,WEAK,COMPLEX_NONLINEAR,False,MODERATE,complex_nonmonotonic,46.88,50.95,60.7,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_MSG_10GHz,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,16.7,16.98,41.4,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_MSG_18GHz,STRONG,MONOTONIC_POSITIVE,True,INCONCLUSIVE,complex_nonmonotonic,57.82,64.63,61.68,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_n_gd,STRONG,THRESHOLD,True,INCONCLUSIVE,inverted_U,50.11,57.82,63.65,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_n_gs,STRONG,THRESHOLD,False,WEAK,monotonic,42.46,43.23,2.04,low_agreement,,0,0,,False,no_evidence,1,True,False,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S11ang_10GHz,STRONG,COMPLEX_NONLINEAR,True,MODERATE,threshold,74.53,80.84,79.72,high_agreement,83.0,1,0,0.1404,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_S11ang_26GHz,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,92.0,94.53,93.68,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S11ang_26GHz_W,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,75.65,76.42,81.12,high_agreement,107.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S11dB_10GHz,STRONG,INVERTED_U,True,STRONG,complex_nonmonotonic,91.58,90.95,93.75,high_agreement,124.0,0,0,,False,no_evidence,5,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_S11dB_26GHz,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,88.84,93.19,94.88,high_agreement,60.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_S11dB_26GHz_W,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,87.79,87.23,88.07,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S12ang_10GHz,WEAK,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,83.23,74.18,87.37,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_S12ang_26GHz,MODERATE,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,61.61,66.25,71.37,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S12ang_26GHz_W,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,66.74,74.04,65.47,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S12dB_10GHz,WEAK,U_SHAPED,False,STRONG,threshold,88.28,79.65,87.16,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S12dB_26GHz,WEAK,THRESHOLD,True,STRONG,complex_nonmonotonic,12.98,14.32,20.14,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S12dB_26GHz_W,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,complex_nonmonotonic,84.21,88.84,75.02,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_S21ang_10GHz,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,28.49,47.44,13.12,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S21ang_26GHz,WEAK,COMPLEX_NONLINEAR,False,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_S21ang_26GHz_W,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,U_shape,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S21dB_10GHz,STRONG,THRESHOLD,False,INCONCLUSIVE,U_shape,57.75,64.42,62.32,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S21dB_26GHz,STRONG,PROCESS_WINDOW,True,WEAK,complex_nonmonotonic,62.04,62.6,64.14,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S21dB_26GHz_W,WEAK,PROCESS_WINDOW,True,STRONG,threshold,35.72,38.11,12.98,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S22ang_10GHz,MODERATE,COMPLEX_NONLINEAR,True,WEAK,threshold,63.23,67.86,64.56,high_agreement,204.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S22ang_26GHz,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,70.95,71.16,69.82,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S22ang_26GHz_W,WEAK,SATURATION,False,MODERATE,threshold,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S22dB_10GHz,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,73.75,72.35,69.12,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_S22dB_26GHz,MODERATE,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,70.46,69.96,66.25,high_agreement,188.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_S22dB_26GHz_W,MODERATE,PROCESS_WINDOW,True,STRONG,complex_nonmonotonic,88.0,81.75,90.18,high_agreement,140.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vbgd_0p01,STRONG,THRESHOLD,False,INCONCLUSIVE,inverted_U,53.68,51.58,9.75,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vbgd_0p1,MODERATE,COMPLEX_NONLINEAR,True,STRONG,threshold,52.21,62.81,62.67,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vbgd1,MODERATE,MONOTONIC_POSITIVE,False,INCONCLUSIVE,complex_nonmonotonic,27.16,38.67,12.91,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vbgs_0p01,WEAK,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,84.28,76.63,87.51,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_Vbgs_0p1,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,93.33,95.79,91.44,high_agreement,203.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vbgs1,WEAK,COMPLEX_NONLINEAR,False,MODERATE,monotonic,89.12,88.21,81.26,high_agreement,,0,0,,False,no_evidence,1,True,False,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vbin_gd,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,76.0,72.84,79.02,high_agreement,133.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vbin_gs,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,complex_nonmonotonic,74.88,71.23,80.77,high_agreement,36.0,1,0,0.1872,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vboff,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,92.21,80.91,90.81,moderate_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vboff_ON,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,58.11,57.33,68.14,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vbon_max,MODERATE,U_SHAPED,False,MODERATE,threshold,43.09,28.42,53.05,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vbon_min,WEAK,COMPLEX_NONLINEAR,False,MODERATE,threshold,96.7,84.56,95.86,moderate_agreement,294.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vdg_max,MODERATE,THRESHOLD,False,MODERATE,monotonic,79.37,84.7,79.65,high_agreement,,0,0,,False,no_evidence,2,True,False,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vdg_max_0p1,STRONG,THRESHOLD,True,MODERATE,threshold,40.98,35.37,45.05,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vdg_max_0p1mA,MODERATE,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,15.86,15.37,14.74,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vds_max,STRONG,THRESHOLD,True,STRONG,threshold,52.56,49.47,52.28,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vds_max_0p1,STRONG,SATURATION,False,MODERATE,complex_nonmonotonic,27.09,29.19,10.6,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vds_max_0p1mA,INCONCLUSIVE,FLAT,True,WEAK,complex_nonmonotonic,37.33,40.77,4.98,low_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF_Vg_gm_max,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,28.91,27.16,15.86,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vg_gm_max_W,WEAK,THRESHOLD,False,STRONG,complex_nonmonotonic,21.75,23.86,34.25,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vg_max_Vd,STRONG,THRESHOLD,False,MODERATE,monotonic,71.23,69.54,76.56,high_agreement,,0,0,,False,no_evidence,2,True,False,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vg_max_Vd_0p1,STRONG,MONOTONIC_POSITIVE,False,STRONG,monotonic,60.77,54.25,67.02,moderate_agreement,,0,0,,False,no_evidence,2,True,False,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,44.49,59.02,66.39,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vg_optt,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,19.79,24.35,36.98,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vg_Vbon_max,STRONG,PROCESS_WINDOW,False,STRONG,threshold,84.49,60.35,69.4,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vg_Vbon_min,INCONCLUSIVE,FLAT,False,MODERATE,threshold,89.89,85.47,86.25,high_agreement,,0,1,0.0609,True,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vp_01,MODERATE,THRESHOLD,False,WEAK,complex_nonmonotonic,58.67,69.68,0.49,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vp_01_W,WEAK,THRESHOLD,False,INCONCLUSIVE,U_shape,22.46,24.84,45.4,moderate_agreement,202.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vp_1,MODERATE,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,28.42,35.16,8.14,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF_Vp_1_W,MODERATE,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,175.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Vt_gd,INCONCLUSIVE,FLAT,False,STRONG,complex_nonmonotonic,89.61,85.05,88.84,high_agreement,36.0,3,0,0.1872,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vt_gs,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,75.09,78.32,78.81,high_agreement,227.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF2_Ft,MODERATE,SATURATION,True,INCONCLUSIVE,inverted_U,87.58,66.11,84.49,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF2_K,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,53.12,44.28,33.26,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF2_MAG_26GHz,STRONG,U_SHAPED,False,INCONCLUSIVE,U_shape,99.37,98.53,98.95,high_agreement,,4,2,0.0801,True,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_MAG_35GHz,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,26.81,23.58,17.89,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF2_S11ang_26GHz,MODERATE,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,85.26,78.74,85.05,high_agreement,101.0,1,0,0.1266,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_S11dB_26GHz,STRONG,SATURATION,True,STRONG,complex_nonmonotonic,89.75,97.26,90.67,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_S12ang_26GHz,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,40.21,44.98,51.86,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF2_S12dB_26GHz,STRONG,THRESHOLD,True,WEAK,complex_nonmonotonic,72.49,87.3,83.02,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_RF2_S21ang_26GHz,STRONG,THRESHOLD,False,INCONCLUSIVE,threshold,98.18,97.89,98.04,high_agreement,,1,0,0.0797,True,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_S21dB_26GHz,WEAK,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,72.84,81.12,78.32,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_RF2_S22ang_26GHz,MODERATE,U_SHAPED,True,STRONG,complex_nonmonotonic,64.35,67.3,62.81,high_agreement,85.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
